split,class_label,record_id,chunk_id,chunk_file,sample_rate,window_sec,window_samples,start_sample,end_sample,original_split,original_chunk_file,source_mem_file,dataset_source,source_db,record_total_samples,settling_skip_samples,dropped_tail_samples,balanced_index,notes,start_sec,end_sec,native_fs,beat_count,normal_beat_count,abnormal_beat_count,abnormal_beat_ratio,rbbb_count,pvc_count,pac_sv_count,fusion_paced_unknown_count,afib_afl_overlap_sec,afib_afl_ratio,rhythm_labels,annotation_symbols,annotation_valid,annotation_weak,exclusion_reason,beat_annotation_file,rhythm_annotation_file
test,AFF,06453,643,test/AFF/06453/06453_w00643.mem,1000,30,30000,19292000,19321999,train,train/AFF/06453/06453_w00643.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1672,,19292.000,19322.000,250.0,31,31,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:31,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
train,AFF,06453,650,train/AFF/06453/06453_w00650.mem,1000,30,30000,19502000,19531999,train,train/AFF/06453/06453_w00650.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1673,,19502.000,19532.000,250.0,32,32,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:32,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
val,AFF,06453,658,val/AFF/06453/06453_w00658.mem,1000,30,30000,19742000,19771999,train,train/AFF/06453/06453_w00658.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1674,,19742.000,19772.000,250.0,32,32,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:32,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
train,AFF,06453,666,train/AFF/06453/06453_w00666.mem,1000,30,30000,19982000,20011999,train,train/AFF/06453/06453_w00666.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1675,,19982.000,20012.000,250.0,31,31,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:31,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
test,AFF,06453,673,test/AFF/06453/06453_w00673.mem,1000,30,30000,20192000,20221999,train,train/AFF/06453/06453_w00673.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1676,,20192.000,20222.000,250.0,37,37,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:37,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
train,AFF,06453,681,train/AFF/06453/06453_w00681.mem,1000,30,30000,20432000,20461999,train,train/AFF/06453/06453_w00681.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1677,,20432.000,20462.000,250.0,38,38,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:38,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
val,AFF,06453,689,val/AFF/06453/06453_w00689.mem,1000,30,30000,20672000,20701999,train,train/AFF/06453/06453_w00689.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1678,,20672.000,20702.000,250.0,37,37,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:37,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
train,AFF,06453,696,train/AFF/06453/06453_w00696.mem,1000,30,30000,20882000,20911999,train,train/AFF/06453/06453_w00696.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1679,,20882.000,20912.000,250.0,37,37,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:37,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
test,AFF,06453,704,test/AFF/06453/06453_w00704.mem,1000,30,30000,21122000,21151999,train,train/AFF/06453/06453_w00704.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1680,,21122.000,21152.000,250.0,39,39,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:39,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
train,AFF,06453,712,train/AFF/06453/06453_w00712.mem,1000,30,30000,21362000,21391999,train,train/AFF/06453/06453_w00712.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1681,,21362.000,21392.000,250.0,41,41,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:41,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
val,AFF,06453,720,val/AFF/06453/06453_w00720.mem,1000,30,30000,21602000,21631999,train,train/AFF/06453/06453_w00720.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1682,,21602.000,21632.000,250.0,39,39,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:39,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
train,AFF,06453,727,train/AFF/06453/06453_w00727.mem,1000,30,30000,21812000,21841999,train,train/AFF/06453/06453_w00727.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1683,,21812.000,21842.000,250.0,36,36,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:36,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
test,AFF,06453,735,test/AFF/06453/06453_w00735.mem,1000,30,30000,22052000,22081999,train,train/AFF/06453/06453_w00735.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1684,,22052.000,22082.000,250.0,39,39,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:39,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
train,AFF,06453,743,train/AFF/06453/06453_w00743.mem,1000,30,30000,22292000,22321999,train,train/AFF/06453/06453_w00743.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1685,,22292.000,22322.000,250.0,38,38,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:38,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
val,AFF,06453,750,val/AFF/06453/06453_w00750.mem,1000,30,30000,22502000,22531999,train,train/AFF/06453/06453_w00750.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1686,,22502.000,22532.000,250.0,37,37,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:37,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
train,AFF,06453,758,train/AFF/06453/06453_w00758.mem,1000,30,30000,22742000,22771999,train,train/AFF/06453/06453_w00758.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1687,,22742.000,22772.000,250.0,34,34,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:34,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
test,AFF,06453,766,test/AFF/06453/06453_w00766.mem,1000,30,30000,22982000,23011999,train,train/AFF/06453/06453_w00766.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1688,,22982.000,23012.000,250.0,32,32,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:32,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
train,AFF,06453,773,train/AFF/06453/06453_w00773.mem,1000,30,30000,23192000,23221999,train,train/AFF/06453/06453_w00773.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1689,,23192.000,23222.000,250.0,31,31,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:31,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
val,AFF,06453,781,val/AFF/06453/06453_w00781.mem,1000,30,30000,23432000,23461999,train,train/AFF/06453/06453_w00781.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1690,,23432.000,23462.000,250.0,31,31,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:31,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
train,AFF,06453,789,train/AFF/06453/06453_w00789.mem,1000,30,30000,23672000,23701999,train,train/AFF/06453/06453_w00789.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1691,,23672.000,23702.000,250.0,31,31,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:31,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
test,AFF,06453,797,test/AFF/06453/06453_w00797.mem,1000,30,30000,23912000,23941999,train,train/AFF/06453/06453_w00797.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1692,,23912.000,23942.000,250.0,30,30,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:30,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
train,AFF,06453,804,train/AFF/06453/06453_w00804.mem,1000,30,30000,24122000,24151999,train,train/AFF/06453/06453_w00804.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1693,,24122.000,24152.000,250.0,30,30,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:30,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
val,AFF,06453,812,val/AFF/06453/06453_w00812.mem,1000,30,30000,24362000,24391999,train,train/AFF/06453/06453_w00812.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1694,,24362.000,24392.000,250.0,31,31,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:31,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
train,AFF,06453,820,train/AFF/06453/06453_w00820.mem,1000,30,30000,24602000,24631999,train,train/AFF/06453/06453_w00820.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1695,,24602.000,24632.000,250.0,31,31,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:31,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
test,AFF,06453,827,test/AFF/06453/06453_w00827.mem,1000,30,30000,24812000,24841999,train,train/AFF/06453/06453_w00827.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1696,,24812.000,24842.000,250.0,31,31,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:31,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
train,AFF,06453,835,train/AFF/06453/06453_w00835.mem,1000,30,30000,25052000,25081999,train,train/AFF/06453/06453_w00835.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1697,,25052.000,25082.000,250.0,31,31,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:31,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
val,AFF,06453,843,val/AFF/06453/06453_w00843.mem,1000,30,30000,25292000,25321999,train,train/AFF/06453/06453_w00843.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1698,,25292.000,25322.000,250.0,31,31,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:31,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
train,AFF,06453,851,train/AFF/06453/06453_w00851.mem,1000,30,30000,25532000,25561999,train,train/AFF/06453/06453_w00851.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1699,,25532.000,25562.000,250.0,30,30,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:30,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
test,AFF,06453,858,test/AFF/06453/06453_w00858.mem,1000,30,30000,25742000,25771999,train,train/AFF/06453/06453_w00858.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1700,,25742.000,25772.000,250.0,31,31,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:31,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
train,AFF,06453,866,train/AFF/06453/06453_w00866.mem,1000,30,30000,25982000,26011999,train,train/AFF/06453/06453_w00866.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1701,,25982.000,26012.000,250.0,32,32,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:32,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
val,AFF,06453,874,val/AFF/06453/06453_w00874.mem,1000,30,30000,26222000,26251999,train,train/AFF/06453/06453_w00874.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1702,,26222.000,26252.000,250.0,30,30,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:30,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
train,AFF,06453,881,train/AFF/06453/06453_w00881.mem,1000,30,30000,26432000,26461999,train,train/AFF/06453/06453_w00881.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1703,,26432.000,26462.000,250.0,30,30,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:30,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
test,AFF,06453,889,test/AFF/06453/06453_w00889.mem,1000,30,30000,26672000,26701999,train,train/AFF/06453/06453_w00889.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1704,,26672.000,26702.000,250.0,30,30,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:30,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
train,AFF,06453,897,train/AFF/06453/06453_w00897.mem,1000,30,30000,26912000,26941999,train,train/AFF/06453/06453_w00897.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1705,,26912.000,26942.000,250.0,30,30,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:30,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
val,AFF,06453,904,val/AFF/06453/06453_w00904.mem,1000,30,30000,27122000,27151999,train,train/AFF/06453/06453_w00904.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\AFF\06453.mem,fullrec_afe,afdb,33300000,2000,28000,1706,,27122.000,27152.000,250.0,30,30,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:30,0,0,aff_low_afib_afl_overlap,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.qrs,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\afdb\1.0.0\06453.atr
