case_id,label,expected_class,pred_class,pred_valid,correct,beat_count,pnn_match_count,pnn_mismatch_count,dscr_flip_count,dscr_slope_count,ram_code_sum,ram_code_count,rdm_valid_count,rdm_code_sum,rdm_ge10_count,rdm_ge20_count,rdm_ge30_count,rdm_ge40_count,rdm_ge50_count,rdm_ge60_count,rdm_ge70_count,rdm_ge80_count,rdm_ge90_count,rdm_ge100_count,rdm_ge110_count,rdm_ge120_count,rdm_ge130_count,rdm_ge140_count,rdm_ge150_count,score_nsr,score_chf,score_arr,score_aff,ectopic_pair_count,rr_alt_count,amp_jump_count,width_jump_count,qrs_maf_valid_count,qrs_maf_count,qrs_maf_code_sum,qrs_width_abn_count,qrs_complex_abn_count,qrs_energy_abn_count,qrs_terminal_delay_count,qrs_late_energy_count,qrs_asymmetry_count,qrs_peak_to_tail_count,qrs_pvc_like_count,qrs_rbbb_like_count,qrs_maf_width_sum,qrs_maf_complex_sum,qrs_maf_energy_sum,qrs_maf_late_event_sum,qrs_maf_late_energy_sum,qrs_maf_asymmetry_sum,qrs_maf_peak_tail_sum,qrs_template_mismatch_count,qrs_template_strong_count,qrs_template_width_count,qrs_template_energy_count,qrs_template_tail_count,qrs_template_score_sum,qrs_template_ready_count,abnormal_beat_valid_count,abnormal_beat_count,abnormal_beat_mid_count,abnormal_beat_high_count,abnormal_beat_strong_count,abnormal_beat_score_sum,rbbb_delay_valid_count,rbbb_delay_wide_count,rbbb_delay_terminal_count,rbbb_delay_like_count,rbbb_delay_segment_count,rbbb_delay_applied_count,pre_qrs_bump_count,eerg_gate_count,eerg_applied_count,eerg_pre_qrs_bump_count,eerg_early_count,eerg_ecp_count,eerg_pnn_decision_count,eerg_pnn_mismatch_count,eerg_rdm_valid_count,eerg_rdm_code_sum,score_arr_before_eerg,c24_mem_NSR,c24_mem_CHF,c24_mem_ARR,c24_mem_AFF,mem_file
738,NSR,0,0,1,1,77,75,0,153,4076,1725,75,75,176,65,53,40,13,3,2,0,0,0,0,0,0,0,0,0,9249,-108300,2446,-165320,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,3236,153,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,77,0,0,77,0,0,75,0,75,176,2446,48364161,-121208930,-21346087,-104588750,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0014_NSR_16786_60s_20520000ms.mem
739,NSR,0,0,1,1,78,75,1,154,4049,1680,75,76,203,61,41,32,26,14,10,7,5,3,2,1,1,0,0,0,-3842,-60022,-48402,-163551,0,0,0,0,78,11,114,1,0,11,0,0,0,0,0,0,3929,154,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,78,0,0,78,0,0,76,1,76,203,-48402,28794235,-56572590,-59029061,-108389747,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0015_NSR_16786_60s_22140000ms.mem
740,NSR,0,0,1,1,74,72,0,147,3880,1648,72,72,223,65,48,40,32,18,10,5,4,1,0,0,0,0,0,0,15583,-99539,-15388,-150863,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,4031,147,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,74,0,0,74,0,0,72,0,72,223,-15388,42558405,-105373875,-33056876,-103171923,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0016_NSR_16786_60s_22290000ms.mem
741,NSR,0,0,1,1,78,76,0,155,4068,1748,76,76,151,59,37,20,9,7,5,4,3,2,2,1,1,1,0,0,-19189,-97679,-12100,-135701,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,3024,155,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,78,0,0,78,0,0,76,0,76,151,-12100,35940533,-101027787,-36551004,-99176931,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0017_NSR_16786_60s_23760000ms.mem
742,NSR,0,0,1,1,72,70,0,143,3736,1597,70,70,184,55,41,30,21,14,10,5,5,3,0,0,0,0,0,0,23215,-83473,-40234,-141793,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,4047,143,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,72,0,0,72,0,0,70,0,70,184,-40234,41711936,-94441115,-40751008,-105171585,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0018_NSR_16786_60s_29760000ms.mem
743,NSR,0,0,1,1,62,52,8,119,2329,813,52,60,323,56,50,47,36,28,22,14,11,11,8,8,8,8,8,8,15348,-84234,-2739,-64756,1,0,0,0,62,3,7,3,0,0,0,0,0,0,0,0,3150,117,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,62,0,0,62,4,1,60,8,60,323,-2739,16914639,-94874197,-29444813,-87073650,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0019_NSR_16786_60s_42030000ms.mem
744,NSR,0,0,1,1,65,63,0,128,3270,1342,63,63,144,52,42,30,11,7,2,0,0,0,0,0,0,0,0,0,15657,-55522,-19033,-168782,0,0,0,0,65,11,101,2,0,11,0,0,0,0,0,0,3008,128,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,65,0,0,65,0,0,63,0,63,144,-19033,34861984,-62189144,-45522904,-120102192,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0020_NSR_16786_60s_57940000ms.mem
745,NSR,0,0,1,1,58,54,2,115,2885,1134,54,56,263,51,42,39,34,27,18,14,11,8,6,5,3,2,2,1,49258,-67272,-48756,-108819,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,3162,115,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,58,0,0,58,6,0,56,2,56,263,-48756,29584234,-90210157,-30626509,-104507352,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0021_NSR_16786_60s_67880000ms.mem
746,NSR,0,0,1,1,68,58,8,129,3222,1215,58,66,334,61,55,44,38,29,21,18,11,10,8,8,8,8,8,7,-9732,-89990,-1522,-91447,1,0,0,0,68,2,13,2,0,0,0,0,0,0,0,0,3577,129,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,68,0,0,68,2,1,66,8,66,334,-1522,11064736,-100947778,-10989923,-96499069,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0022_NSR_16786_60s_74050000ms.mem
747,NSR,0,0,1,1,73,67,4,141,3473,1406,67,71,267,61,51,38,29,24,18,11,6,5,4,4,4,4,4,4,5685,-101914,-13724,-109996,0,0,0,0,73,2,6,2,0,0,0,0,0,0,0,0,2998,141,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,73,0,0,73,0,0,71,4,71,267,-13724,24476564,-87793373,-32524795,-102829018,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0023_NSR_16786_60s_75780000ms.mem
748,NSR,0,0,1,1,71,69,0,141,3384,1377,69,69,207,59,47,36,24,15,9,5,5,5,2,0,0,0,0,0,28578,-93508,-20615,-127034,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,2964,141,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,71,0,0,71,0,0,69,0,69,207,-20615,39218413,-98377306,-37086031,-101514257,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0024_NSR_16786_60s_82490000ms.mem
749,NSR,0,2,1,0,92,82,8,185,4349,1613,82,90,234,68,37,22,12,12,11,8,8,8,8,8,8,8,8,8,-199883,-111728,126799,-72273,3,0,0,0,92,3,24,3,0,0,0,0,0,0,0,0,3602,182,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,5,8,5,1,1,92,0,0,92,4,3,90,8,90,234,126799,-65905611,-84031021,28809153,-81948024,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0092_NSR_17453_60s_3460000ms.mem
750,NSR,0,0,1,1,87,75,10,169,3812,1420,75,85,333,67,53,43,31,23,18,14,13,13,12,12,11,9,8,6,-51117,-92152,8904,-71583,3,0,0,0,87,4,1,4,0,1,0,0,0,0,0,0,4156,164,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,2,0,0,0,87,1,1,87,6,3,85,10,85,333,8904,-3363496,-66808458,-35077447,-92951313,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0093_NSR_17453_60s_9220000ms.mem
751,NSR,0,2,1,0,99,87,10,191,4214,1628,87,97,350,68,51,37,31,24,20,20,17,16,16,14,11,9,8,8,-71543,-97328,-40798,-50726,3,0,0,0,99,4,32,4,0,0,0,0,0,0,0,0,2968,188,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,3,10,3,0,0,99,0,0,99,5,3,97,10,97,350,-40798,-42465927,-38761018,-37180665,-81755360,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0094_NSR_17453_60s_9740000ms.mem
752,NSR,0,0,1,1,82,80,0,163,3738,1459,80,80,165,60,43,27,14,9,6,4,1,1,0,0,0,0,0,0,11284,-102656,-23494,-113289,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,2946,163,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,3,0,0,0,82,0,0,82,0,0,80,0,80,165,-23494,15384461,-97615767,-17250069,-99184329,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0095_NSR_17453_60s_13540000ms.mem
753,NSR,0,0,1,1,89,85,2,175,4187,1841,85,87,183,64,42,27,17,7,6,3,3,2,2,2,2,2,2,2,-30570,-98437,-20852,-131726,1,0,0,0,89,2,11,1,0,1,0,0,0,0,0,0,3130,175,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,89,0,0,89,1,1,87,2,87,183,-20852,23844897,-84995533,-40060544,-99305026,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0096_NSR_17453_60s_14550000ms.mem
754,NSR,0,0,1,1,86,78,6,163,3839,1620,78,84,255,65,43,27,22,15,11,10,10,10,9,9,6,6,6,6,-82769,-108139,13453,-82584,0,0,0,0,86,6,22,6,0,1,0,0,0,0,0,0,4772,163,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,2,0,0,0,86,0,0,86,8,0,84,6,84,255,13453,-9406525,-76109828,-25113703,-91759525,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0097_NSR_17453_60s_15700000ms.mem
755,NSR,0,0,1,1,91,87,2,179,4240,1739,87,89,163,62,35,24,12,4,4,3,3,3,3,2,2,2,2,2,-37061,-95668,-29033,-107481,0,0,0,0,91,1,2,1,0,0,0,0,0,0,0,0,3143,179,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,2,1,0,0,91,0,0,91,2,0,89,2,89,163,-29033,8542989,-61491221,-48901759,-98750693,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0098_NSR_17453_60s_20320000ms.mem
756,NSR,0,0,1,1,89,87,0,177,4138,1819,87,87,103,58,27,13,5,0,0,0,0,0,0,0,0,0,0,0,-32422,-92224,-30455,-120473,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,3627,177,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,4,0,0,0,89,0,0,89,0,0,87,0,87,103,-30455,11816894,-76136093,-39850529,-96991317,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0099_NSR_17453_60s_21750000ms.mem
757,NSR,0,0,1,1,85,80,3,169,3976,1569,80,83,187,59,41,24,15,11,8,6,3,3,3,3,3,3,3,2,-16187,-90153,-28599,-108001,2,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,3045,169,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,85,0,0,85,1,2,83,3,83,187,-28599,19961185,-88195093,-39468025,-91246444,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0100_NSR_17453_60s_22000000ms.mem
758,NSR,0,0,1,1,85,83,0,169,3961,1651,83,83,145,52,38,26,14,6,4,2,2,1,0,0,0,0,0,0,18845,-74176,-73152,-124947,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,3466,169,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,1,4,1,0,0,85,0,0,85,0,0,83,0,83,145,-73152,29890275,-71712676,-50818267,-104863693,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0101_NSR_17453_60s_27680000ms.mem
759,NSR,0,0,1,1,95,86,7,187,4383,1598,86,93,202,62,34,16,11,9,8,8,7,7,7,7,7,7,7,5,-88272,-91707,-12203,-64692,1,0,0,0,95,2,2,2,0,1,0,0,0,0,0,0,3296,182,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1,4,1,0,0,95,0,0,95,2,1,93,7,93,202,-12203,-17395413,-48959148,-47673745,-88291715,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0102_NSR_17453_60s_39150000ms.mem
760,NSR,0,0,1,1,89,87,0,177,4057,1561,87,87,89,48,21,7,3,2,2,2,1,1,1,1,0,0,0,0,-23852,-76653,-64595,-85541,0,0,0,0,89,3,27,3,0,0,0,0,0,0,0,0,2850,177,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,89,0,0,89,0,0,87,0,87,89,-64595,21975215,-41639397,-87740943,-91729223,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0103_NSR_17453_60s_39560000ms.mem
761,NSR,0,0,1,1,69,65,2,137,3356,1289,65,67,290,58,52,45,36,30,26,18,10,6,4,2,1,1,1,0,77201,-92068,-70874,-115214,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,3579,137,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,69,0,0,69,0,0,67,2,67,290,-70874,33794954,-84020549,-47858678,-97607981,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0104_NSR_17453_60s_48610000ms.mem
762,NSR,0,0,1,1,69,67,0,137,3301,1268,67,67,276,61,56,50,38,31,18,13,4,2,2,1,0,0,0,0,76490,-97322,-50433,-127430,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,3550,137,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,69,0,0,69,0,0,67,0,67,276,-50433,41478558,-93036956,-43653306,-100101485,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0105_NSR_17453_60s_50450000ms.mem
763,NSR,0,0,1,1,71,66,3,141,3380,1237,66,69,182,50,41,24,16,9,7,5,4,4,4,4,4,4,4,2,-2063,-71567,-24649,-96916,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,3444,141,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,71,0,0,71,0,0,69,3,69,182,-24649,23250743,-87675132,-34919187,-98441806,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0106_NSR_17453_60s_62500000ms.mem
764,NSR,0,0,1,1,66,60,4,131,3229,1193,60,64,325,58,55,44,39,35,25,22,13,11,7,7,5,2,2,0,57170,-87936,-57798,-98479,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,3551,131,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,66,0,0,66,0,0,64,4,64,325,-57798,25691065,-90931570,-33858602,-96809694,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0107_NSR_17453_60s_66180000ms.mem
765,NSR,0,0,1,1,66,64,0,131,3305,1325,64,64,181,51,45,38,29,9,6,2,1,0,0,0,0,0,0,0,47697,-66249,-44611,-141617,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,3499,131,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,66,0,0,66,0,0,64,0,64,181,-44611,48544115,-95634362,-33591473,-115149103,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0108_NSR_17453_60s_68090000ms.mem
766,NSR,0,0,1,1,69,67,0,137,3346,1310,67,67,133,50,36,26,11,7,2,1,0,0,0,0,0,0,0,0,23926,-75453,-28512,-124048,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,3507,137,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,69,0,0,69,0,0,67,0,67,133,-28512,44656209,-95986816,-37367374,-108335798,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0109_NSR_17453_60s_70960000ms.mem
767,NSR,0,1,1,0,107,105,0,0,44,628,105,105,28,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,-13117,81549,-223388,37004,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,2920,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,107,0,0,107,0,0,105,0,105,28,-223388,-72974234,104441387,-137895684,-90324981,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0182_NSR_19830_60s_1120000ms.mem
768,NSR,0,1,1,0,105,100,3,62,1054,800,100,103,75,28,7,4,3,3,3,3,3,3,3,3,3,3,3,3,-21225,48522,-193738,26029,1,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,3841,62,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,105,0,0,105,1,1,103,3,103,75,-193738,-7536469,16678929,-127298673,-78890980,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0183_NSR_19830_60s_12610000ms.mem
769,NSR,0,1,1,0,110,100,8,58,982,788,99,108,148,27,11,10,10,9,9,8,8,8,8,8,8,8,8,8,-50919,66163,-181510,49252,3,0,0,0,109,2,5,2,0,0,0,0,0,0,0,0,3939,58,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,109,1,1,109,4,3,108,8,108,148,-181510,-10285257,42350829,-143218087,-84324896,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0184_NSR_19830_60s_13580000ms.mem
770,NSR,0,1,1,0,105,100,3,16,679,794,100,103,66,21,5,4,3,3,3,3,3,3,3,3,3,3,3,3,-25710,89306,-230514,26220,1,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,3479,16,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,105,0,0,105,1,1,103,3,103,66,-230514,-45686235,76199673,-129621087,-97218938,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0185_NSR_19830_60s_15120000ms.mem
771,NSR,0,0,1,1,104,100,2,51,886,800,100,102,133,58,34,13,6,2,2,2,2,2,2,2,2,2,2,2,-67531,-40638,-38282,6774,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,1564,51,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,104,0,0,104,0,0,102,2,102,133,-38282,2291796,-48466763,-86396042,-66204778,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0186_NSR_19830_60s_15780000ms.mem
772,NSR,0,1,1,0,89,87,0,38,847,748,87,87,38,25,11,2,0,0,0,0,0,0,0,0,0,0,0,0,5680,38683,-161634,-12208,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,3373,38,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,89,0,0,89,0,0,87,0,87,38,-161634,-10921418,24580212,-110542851,-98315669,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0187_NSR_19830_60s_20720000ms.mem
773,NSR,0,1,1,0,91,89,0,10,715,708,89,89,30,24,4,2,0,0,0,0,0,0,0,0,0,0,0,0,-14138,59906,-174974,-148,0,0,0,0,91,1,2,1,0,0,0,0,0,0,0,0,3297,10,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,91,0,0,91,0,0,89,0,89,30,-174974,-36248302,55049115,-103435621,-111873633,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0188_NSR_19830_60s_22420000ms.mem
774,NSR,0,1,1,0,93,91,0,31,796,799,91,91,62,38,11,5,4,2,1,1,0,0,0,0,0,0,0,0,-27287,16388,-118904,-7400,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,2753,31,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,93,0,0,93,0,0,91,0,91,62,-118904,-16011322,9599491,-100445020,-90266835,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0189_NSR_19830_60s_24650000ms.mem
775,NSR,0,1,1,0,94,92,0,10,578,716,92,92,36,26,4,2,1,1,1,1,0,0,0,0,0,0,0,0,-13199,59008,-178974,5205,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,3464,10,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,94,0,0,94,0,0,92,0,92,36,-178974,-37806804,51567829,-107133116,-103145296,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0190_NSR_19830_60s_25350000ms.mem
776,NSR,0,1,1,0,96,93,0,8,482,733,93,94,37,27,7,3,0,0,0,0,0,0,0,0,0,0,0,0,-15307,57182,-174676,3394,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,3169,8,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,95,0,0,95,0,0,93,0,94,37,-174676,-38010551,50171996,-105706224,-102959966,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0191_NSR_19830_60s_26800000ms.mem
777,NSR,0,1,1,0,96,93,0,18,673,800,93,94,43,28,11,4,0,0,0,0,0,0,0,0,0,0,0,0,-11604,48687,-169659,-5634,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,3254,18,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,95,0,0,95,0,0,93,0,94,43,-169659,-31711213,50734383,-113410507,-101187748,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0192_NSR_19830_60s_29270000ms.mem
778,NSR,0,1,1,0,98,96,0,16,609,816,95,96,40,33,4,2,1,0,0,0,0,0,0,0,0,0,0,0,-33781,43411,-153791,3814,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,2806,16,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,97,0,0,97,0,0,96,0,96,40,-153791,-40048227,41459707,-101244049,-97989909,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0193_NSR_19830_60s_29920000ms.mem
779,NSR,0,1,1,0,98,94,2,10,536,794,94,96,88,27,15,10,6,5,4,4,3,2,2,2,2,2,2,2,-16503,57004,-187398,5868,0,0,0,0,98,2,0,2,0,0,0,0,0,0,0,0,3500,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,1,0,0,0,98,0,0,98,4,0,96,2,96,88,-187398,-44706081,70585612,-116018016,-105308509,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0194_NSR_19830_60s_31900000ms.mem
780,NSR,0,0,1,1,106,97,6,92,1109,912,97,104,166,46,22,14,9,8,8,8,8,7,6,6,6,6,6,6,-61060,-27214,-97704,25450,1,0,0,0,105,6,12,6,0,0,0,0,0,0,0,0,3782,89,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,105,0,0,105,5,1,103,6,104,166,-97704,1670208,-8820000,-121677741,-69268248,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0196_NSR_19830_60s_40190000ms.mem
781,NSR,0,0,1,1,78,76,0,131,1350,684,76,76,99,48,24,17,7,2,1,0,0,0,0,0,0,0,0,0,36931,-73520,-37132,-38839,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,3006,131,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,78,0,0,78,0,0,76,0,76,99,-37132,46163466,-69747536,-88780489,-82904236,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/test/0197_NSR_19830_60s_46890000ms.mem
