case_id,split,class_label,class_id,record_id,chunk_id,chunk_file,start_sample,end_sample,start_sec,end_sec,source_db,pred_class,pred_label,pred_valid,class_mem_NSR,class_mem_CHF,class_mem_ARR,class_mem_AFF,beat_count,pnn_match_count,pnn_mismatch_count,dscr_flip_count,dscr_slope_count,ram_code_sum,ram_code_count,rdm_valid_count,rdm_code_sum,rdm_ge10_count,rdm_ge20_count,rdm_ge30_count,rdm_ge40_count,rdm_ge50_count,rdm_ge60_count,rdm_ge70_count,rdm_ge80_count,rdm_ge90_count,rdm_ge100_count,rdm_ge110_count,rdm_ge120_count,rdm_ge130_count,rdm_ge140_count,rdm_ge150_count,ectopic_pair_count,qrs_maf_valid_count,qrs_maf_count,qrs_maf_code_sum,qrs_width_abn_count,qrs_complex_abn_count,qrs_energy_abn_count,qrs_maf_width_sum,qrs_maf_complex_sum,qrs_maf_energy_sum,rbbb_delay_valid_count,rbbb_delay_wide_count,rbbb_delay_terminal_count,rbbb_delay_like_count,rbbb_delay_segment_count,rbbb_delay_applied_count,pre_qrs_bump_count,eerg_gate_count,eerg_applied_count,eerg_pre_qrs_bump_count,eerg_early_count,eerg_ecp_count,eerg_pnn_decision_count,eerg_pnn_mismatch_count,eerg_rdm_valid_count,eerg_rdm_code_sum,strong_event_count,adaptive_event_th,pnn_decision_count,pnn_mismatch_rate_bp,rdm_avg_code_q8,ram_avg_code_q8,qrs_maf_rate_bp,rbbb_like_rate_bp,abnormal_evidence_count,rhythm_irregular_evidence_count,morphology_evidence_count
1713,train,AFF,3,06426,822,train/AFF/06426/06426_w00822.mem,24662000,24691999,24662.000,24692.000,afdb,0,NSR,1,-15672204,-39112723,-63207467,-82503991,31,29,0,57,1737,55,29,29,65,22,14,13,9,6,1,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,3020,57,464,45,0,0,0,0,0,31,0,0,31,0,0,29,0,29,65,1453,10,29,0,573,485,0,0,6,6,0
1715,train,AFF,3,06426,839,train/AFF/06426/06426_w00839.mem,25172000,25201999,25172.000,25202.000,afdb,3,AFF,1,-105912533,-44076335,-49670287,2661875,45,18,25,89,2657,47,18,43,490,42,41,41,40,37,37,32,31,31,30,29,26,25,25,23,3,45,15,231,15,0,0,1922,88,678,59,6,6,6,0,0,45,0,0,45,3,3,43,25,43,490,1112,16,43,5813,2917,668,3333,1016,101,65,36
1717,train,AFF,3,06426,856,train/AFF/06426/06426_w00856.mem,25682000,25711999,25682.000,25712.000,afdb,1,CHF,1,-110031649,-25233087,-27593086,-29353460,42,23,17,83,2429,64,24,40,378,39,37,33,32,32,29,26,26,24,22,18,17,15,14,14,2,42,9,144,8,0,2,4007,77,634,57,11,12,11,0,0,42,0,0,42,24,2,40,17,40,378,2076,10,40,4250,2419,682,2142,1929,81,51,30
1719,train,AFF,3,06426,873,train/AFF/06426/06426_w00873.mem,26192000,26221999,26192.000,26222.000,afdb,3,AFF,1,-117736804,-40579393,-41890370,6885060,49,21,26,95,2605,61,21,47,477,45,41,39,38,38,36,34,33,30,30,27,23,23,20,20,5,49,10,153,10,0,0,1436,89,710,67,17,18,17,0,0,49,0,0,49,3,5,47,26,47,477,1228,16,47,5531,2598,743,2040,2537,106,69,37
1721,train,AFF,3,06426,890,train/AFF/06426/06426_w00890.mem,26702000,26731999,26702.000,26732.000,afdb,3,AFF,1,-112336115,-38686926,-38789735,-2686652,45,21,22,89,2675,77,20,43,444,41,40,37,37,34,34,32,27,27,26,25,24,22,20,18,5,45,10,149,10,0,0,1464,87,683,62,15,15,15,0,0,45,0,0,45,19,5,43,22,43,444,1125,16,43,5116,2643,985,2222,2419,96,61,35
1723,train,AFF,3,06426,907,train/AFF/06426/06426_w00907.mem,27212000,27241999,27212.000,27242.000,afdb,3,AFF,1,-125405722,-36646588,-48932240,15130830,46,13,31,85,2584,50,13,44,510,40,40,40,38,37,35,34,34,32,32,32,32,30,28,26,5,46,7,111,7,0,0,1354,81,698,61,17,18,17,0,0,46,0,0,46,6,5,44,31,44,510,1127,16,44,7045,2967,984,1521,2786,104,73,31
1725,train,AFF,3,06426,924,train/AFF/06426/06426_w00924.mem,27722000,27751999,27722.000,27752.000,afdb,2,ARR,1,-103151586,-50759819,-1809280,-37691334,44,13,28,86,2643,36,13,42,521,40,40,40,40,40,39,36,36,33,32,31,30,29,28,27,10,43,9,141,9,0,0,1646,84,685,60,13,13,13,0,0,43,0,0,43,8,10,41,28,42,521,1199,16,41,6829,3175,708,2045,2166,109,78,31
1727,train,AFF,3,06426,941,train/AFF/06426/06426_w00941.mem,28232000,28261999,28232.000,28262.000,afdb,3,AFF,1,-114245053,-76520421,-22974514,10854535,74,48,24,10,249,281,48,72,593,67,62,59,55,50,42,41,35,33,29,26,26,23,23,22,7,74,44,206,44,0,0,6962,6,363,137,8,10,8,0,0,74,0,0,74,5,7,72,24,72,593,2358,8,72,3333,2108,1498,5945,583,177,81,96
1729,train,AFF,3,06426,958,train/AFF/06426/06426_w00958.mem,28742000,28771999,28742.000,28772.000,afdb,1,CHF,1,-110655290,-22334818,-31151779,-25806489,54,34,18,52,1517,170,34,52,423,44,43,40,37,34,33,31,27,26,22,21,19,16,16,14,4,54,18,207,12,0,6,3368,51,617,90,14,22,14,0,0,54,0,0,54,2,4,52,18,52,423,1754,10,52,3461,2082,1280,3333,1555,106,56,50
1731,train,AFF,3,06426,975,train/AFF/06426/06426_w00975.mem,29252000,29281999,29252.000,29282.000,afdb,2,ARR,1,-128279641,-35222271,-7718398,-18281867,57,29,26,43,1614,198,28,55,536,53,53,53,49,40,36,32,30,30,30,28,28,27,24,23,8,57,12,192,5,0,8,4355,43,715,92,20,28,20,0,0,57,0,0,57,10,8,55,26,55,536,2701,8,55,4727,2494,1810,2105,2173,119,74,45
1733,train,AFF,3,06426,992,train/AFF/06426/06426_w00992.mem,29762000,29791999,29762.000,29792.000,afdb,2,ARR,1,-110836820,-44701834,-7216241,-30035177,49,20,27,14,636,90,20,47,515,46,45,44,41,39,38,38,36,32,31,28,28,25,23,21,11,49,16,148,13,0,3,3845,7,419,63,7,7,7,0,0,49,0,0,49,11,11,47,27,47,515,1770,8,47,5744,2805,1152,3265,1111,116,77,39
1735,train,AFF,3,06426,1009,train/AFF/06426/06426_w01009.mem,30272000,30301999,30272.000,30302.000,afdb,3,AFF,1,-60832350,-71581608,-47632087,-7899846,45,23,20,20,523,237,23,43,406,39,38,35,32,28,27,26,25,25,24,23,22,22,21,19,10,45,23,318,10,0,15,2292,10,605,70,0,0,0,0,0,45,0,0,45,7,10,43,20,43,406,1204,10,43,4651,2417,2637,5111,0,106,58,48
1737,train,AFF,3,06426,1026,train/AFF/06426/06426_w01026.mem,30782000,30811999,30782.000,30812.000,afdb,2,ARR,1,-113630636,-40914660,3064053,-42729577,45,17,26,11,568,68,17,43,485,42,39,38,38,38,37,35,33,31,29,27,26,26,24,22,12,45,17,181,14,0,3,1883,6,435,87,6,9,6,0,0,45,0,0,45,11,12,43,26,43,485,936,12,43,6046,2887,1024,3777,689,116,76,40
1739,train,AFF,3,06426,1043,train/AFF/06426/06426_w01043.mem,31292000,31321999,31292.000,31322.000,afdb,2,ARR,1,-104678816,-40653599,-12741454,-35929204,44,16,26,11,242,62,16,42,467,38,38,37,35,35,35,32,30,28,27,27,27,27,26,25,11,44,11,88,11,0,0,2717,7,314,62,6,6,6,0,0,44,0,0,44,13,11,42,26,42,467,1050,10,42,6190,2846,992,2500,967,100,72,28
1741,train,AFF,3,06426,1060,train/AFF/06426/06426_w01060.mem,31802000,31831999,31802.000,31832.000,afdb,3,AFF,1,-73494805,-63185970,-63889481,5344636,44,21,21,53,880,78,21,42,428,40,39,34,33,33,33,32,32,28,24,23,21,20,18,18,8,44,17,194,17,0,1,2569,33,469,59,1,1,1,0,0,44,0,0,44,10,8,42,21,42,428,1079,12,42,5000,2608,950,3863,169,98,62,36
1743,train,AFF,3,06426,1077,train/AFF/06426/06426_w01077.mem,32312000,32341999,32312.000,32342.000,afdb,2,ARR,1,-66366394,-88199901,-13472930,-26711347,48,15,31,34,588,61,15,46,562,46,45,41,41,41,41,41,39,37,36,34,32,31,30,27,12,48,20,173,19,0,2,3065,20,413,77,5,5,5,0,0,48,0,0,48,9,12,46,31,46,562,1373,10,46,6739,3127,1041,4166,649,130,84,46
1745,train,AFF,3,06426,1094,train/AFF/06426/06426_w01094.mem,32822000,32851999,32822.000,32852.000,afdb,3,AFF,1,-93688430,-87104216,-51430992,34445018,58,22,34,31,603,139,22,56,587,55,48,47,45,42,40,39,37,34,34,34,34,33,33,32,4,58,27,253,25,0,6,5121,15,501,92,7,7,7,0,0,58,0,0,58,13,4,56,34,56,587,3384,5,56,6071,2683,1617,4655,760,145,80,65
1747,train,AFF,3,06426,1111,train/AFF/06426/06426_w01111.mem,33332000,33361999,33332.000,33362.000,afdb,3,AFF,1,-105638292,-60346561,-15207736,-13994630,56,29,25,32,481,163,28,54,510,49,47,45,41,37,34,33,32,31,31,30,28,26,24,22,9,55,18,152,16,0,3,4522,15,425,82,6,7,6,0,0,55,0,0,55,22,9,53,25,54,510,2921,6,54,4629,2417,1490,3214,731,114,71,43
1749,train,AFF,3,06426,1129,train/AFF/06426/06426_w01129.mem,33872000,33901999,33872.000,33902.000,afdb,3,AFF,1,-107470305,-39713498,-39318933,-6628068,47,19,26,35,874,66,19,45,458,42,39,37,36,35,33,30,30,30,29,28,25,23,21,20,10,47,20,208,19,0,3,3009,18,455,74,6,7,6,0,0,47,0,0,47,17,10,45,26,45,458,1488,10,45,5777,2605,889,4255,810,119,71,48
1751,train,AFF,3,06426,1146,train/AFF/06426/06426_w01146.mem,34382000,34411999,34382.000,34412.000,afdb,2,ARR,1,-119521912,-29670079,-13760589,-30019644,42,17,23,26,620,55,16,40,433,38,34,34,33,32,30,30,30,28,27,24,24,23,23,23,14,41,4,36,3,0,1,3538,14,368,79,10,12,10,0,0,41,0,0,41,10,14,40,23,40,433,1641,8,40,5750,2771,880,952,1265,87,69,18
1753,train,AFF,3,06426,1163,train/AFF/06426/06426_w01163.mem,34892000,34921999,34892.000,34922.000,afdb,2,ARR,1,-109555328,-67074238,19287359,-34487646,41,15,24,26,697,153,15,39,437,38,38,36,34,32,31,28,27,25,25,25,25,25,25,23,10,41,8,76,5,0,3,3381,18,394,44,12,12,12,0,0,41,0,0,41,10,10,39,24,39,437,1174,10,39,6153,2868,2611,1951,2727,94,66,28
1755,train,AFF,3,06426,1180,train/AFF/06426/06426_w01180.mem,35402000,35431999,35402.000,35432.000,afdb,2,ARR,1,-118702571,-40063830,2040077,-36078599,44,19,23,5,471,228,20,42,461,41,40,40,38,36,34,34,31,29,27,27,25,22,19,18,6,44,8,72,5,0,3,4112,2,344,51,7,10,7,0,0,44,0,0,44,4,6,42,23,42,461,1564,8,42,5476,2809,2918,1818,1372,88,65,23
1758,train,AFF,3,06995,4,train/AFF/06995/06995_w00004.mem,122000,151999,122.000,152.000,afdb,3,AFF,1,-20409973,-118447189,-54013694,-3072518,45,30,13,89,1061,237,30,43,381,43,41,36,35,33,30,28,24,22,19,19,17,14,11,9,3,45,0,0,0,0,0,1379,89,129,48,0,0,0,0,0,45,0,0,45,3,3,43,13,43,381,1064,16,43,3023,2268,2022,0,0,49,49,0
1760,train,AFF,3,06995,21,train/AFF/06995/06995_w00021.mem,632000,661999,632.000,662.000,afdb,3,AFF,1,-23617522,-121906046,-45765965,-6173680,45,26,17,89,1085,207,26,43,373,43,41,36,30,28,28,24,23,23,21,19,16,16,13,12,2,45,0,0,0,0,0,1390,89,145,46,0,0,0,0,0,45,0,0,45,3,2,43,17,43,373,1055,16,43,3953,2220,2038,0,0,47,47,0
1762,train,AFF,3,06995,38,train/AFF/06995/06995_w00038.mem,1142000,1171999,1142.000,1172.000,afdb,3,AFF,1,-27567988,-120466389,-61578561,13915666,47,25,20,89,1062,200,25,45,454,43,43,43,38,38,36,30,30,27,25,23,22,20,18,18,6,47,0,0,0,0,0,1950,89,139,50,0,0,0,0,0,47,0,0,47,8,6,45,20,45,454,1457,12,45,4444,2582,2048,0,0,64,64,0
1764,train,AFF,3,06995,55,train/AFF/06995/06995_w00055.mem,1652000,1681999,1652.000,1682.000,afdb,3,AFF,1,-35887733,-125049931,-24482482,-8954869,40,19,19,79,1274,222,19,38,327,35,32,30,26,23,23,23,22,21,20,18,17,15,11,11,6,40,0,0,0,0,0,2287,79,163,40,0,0,0,0,0,40,0,0,40,11,6,38,19,38,327,2110,6,38,5000,2202,2991,0,0,48,48,0
1766,train,AFF,3,06995,72,train/AFF/06995/06995_w00072.mem,2162000,2191999,2162.000,2192.000,afdb,3,AFF,1,-30577141,-123603943,-72939856,30933267,49,25,22,95,1101,189,25,47,469,43,43,40,37,35,35,33,31,29,27,27,25,22,21,21,5,49,0,0,0,0,0,2127,95,145,50,0,0,0,0,0,49,0,0,49,10,5,47,22,47,469,1584,12,47,4680,2554,1935,0,0,62,62,0
1768,train,AFF,3,06995,89,train/AFF/06995/06995_w00089.mem,2672000,2701999,2672.000,2702.000,afdb,0,NSR,1,3272863,-97302951,-64058610,-37690617,48,40,6,95,1059,309,40,46,325,44,42,37,34,32,30,28,23,18,14,8,6,3,3,3,1,47,0,0,0,0,0,1974,93,131,49,0,0,0,0,0,47,0,0,47,3,1,46,6,46,325,1492,12,46,1304,1808,1977,0,0,39,39,0
1770,train,AFF,3,06995,106,train/AFF/06995/06995_w00106.mem,3182000,3211999,3182.000,3212.000,afdb,3,AFF,1,-18247884,-112427277,-81402697,17000552,46,23,21,91,1047,182,23,44,435,42,42,41,39,35,34,33,31,26,23,22,21,17,16,13,2,46,0,0,0,0,0,1960,91,133,52,0,0,0,0,0,46,0,0,46,2,2,44,21,44,435,1451,12,44,4772,2530,2025,0,0,58,58,0
1772,train,AFF,3,06995,123,train/AFF/06995/06995_w00123.mem,3692000,3721999,3692.000,3722.000,afdb,3,AFF,1,-42925177,-124283503,-52622208,24226851,46,22,22,91,1381,220,22,44,434,42,40,38,37,32,31,30,30,28,25,24,23,19,18,17,4,46,0,0,0,0,0,1759,91,193,46,0,0,0,0,0,46,0,0,46,7,4,44,22,44,434,1386,16,44,5000,2525,2560,0,0,58,58,0
1774,train,AFF,3,06995,140,train/AFF/06995/06995_w00140.mem,4202000,4231999,4202.000,4232.000,afdb,3,AFF,1,-33051749,-114912296,-28837440,-19065395,43,28,13,83,1337,305,28,41,334,38,37,33,32,29,28,23,19,16,16,15,13,13,12,10,3,43,0,0,0,0,0,1633,83,184,43,0,0,0,0,0,43,0,0,43,3,3,41,13,41,334,1331,16,41,3170,2085,2788,0,0,45,45,0
1776,train,AFF,3,06995,157,train/AFF/06995/06995_w00157.mem,4712000,4741999,4712.000,4742.000,afdb,3,AFF,1,-40570717,-110135259,-32998604,-11678259,45,29,14,89,1324,288,29,43,338,39,36,35,33,29,25,21,20,20,18,17,15,12,10,8,4,45,0,0,0,0,0,1615,89,180,47,0,0,0,0,0,45,0,0,45,4,4,43,14,43,338,1293,16,43,3255,2012,2542,0,0,47,47,0
1778,train,AFF,3,06995,174,train/AFF/06995/06995_w00174.mem,5222000,5251999,5222.000,5252.000,afdb,3,AFF,1,-39605309,-125790655,-25469755,-3781205,43,23,18,83,1266,236,23,41,378,38,34,33,32,29,28,27,26,22,20,19,19,19,17,15,9,43,0,0,0,0,0,1557,83,173,43,0,0,0,0,0,43,0,0,43,10,9,41,18,41,378,1238,16,41,4390,2360,2626,0,0,56,56,0
1780,train,AFF,3,06995,191,train/AFF/06995/06995_w00191.mem,5732000,5761999,5732.000,5762.000,afdb,3,AFF,1,-28635283,-134350884,-24507014,-8881554,40,14,24,77,1191,140,14,38,456,38,37,36,36,35,35,32,29,29,28,27,25,23,23,23,4,40,0,0,0,0,0,2182,77,161,40,0,0,0,0,0,40,0,0,40,12,4,38,24,38,456,1871,8,38,6315,3072,2560,0,0,63,63,0
1782,train,AFF,3,06995,208,train/AFF/06995/06995_w00208.mem,6242000,6271999,6242.000,6272.000,afdb,3,AFF,1,-40501005,-131333902,-39968525,16164329,41,18,21,81,1223,170,18,39,400,38,36,35,31,28,28,25,25,23,22,22,22,22,22,21,6,41,0,0,0,0,0,1971,81,168,48,0,0,0,0,0,41,0,0,41,3,6,39,21,39,400,1536,12,39,5384,2625,2417,0,0,55,55,0
1784,train,AFF,3,06995,225,train/AFF/06995/06995_w00225.mem,6752000,6781999,6752.000,6782.000,afdb,2,ARR,1,-26561971,-112075121,-9485807,-51079021,39,27,10,77,1208,270,27,37,215,32,26,19,17,15,14,13,12,10,10,10,10,9,9,9,0,39,0,0,0,0,0,1380,77,158,39,0,0,0,0,0,39,0,0,39,5,0,37,10,37,215,1165,16,37,2702,1487,2560,0,0,25,25,0
1786,train,AFF,3,06995,242,train/AFF/06995/06995_w00242.mem,7262000,7291999,7262.000,7292.000,afdb,3,AFF,1,-45665205,-130823743,-27713019,7634872,41,18,20,73,1195,186,18,39,385,39,31,31,30,28,25,24,23,23,23,23,23,23,20,19,6,40,1,4,1,0,0,1354,73,169,41,0,0,0,0,0,40,0,0,40,10,6,38,20,38,379,1163,16,38,5263,2527,2645,243,0,56,54,2
1788,train,AFF,3,06995,259,train/AFF/06995/06995_w00259.mem,7772000,7801999,7772.000,7802.000,afdb,0,NSR,1,9454533,-103492416,-16559172,-88486182,39,33,4,77,1181,327,33,37,110,27,20,12,8,5,5,4,4,4,4,4,4,3,3,3,0,39,0,0,0,0,0,2178,77,159,40,0,0,0,0,0,39,0,0,39,1,0,37,4,37,110,1861,8,37,1081,761,2536,0,0,9,9,0
1790,train,AFF,3,06995,276,train/AFF/06995/06995_w00276.mem,8282000,8311999,8282.000,8312.000,afdb,2,ARR,1,-27371940,-122468508,17167839,-64096002,40,31,7,79,1266,372,31,38,194,34,27,18,13,12,12,12,11,9,8,8,8,8,7,7,2,40,0,0,0,0,0,1462,79,173,41,0,0,0,0,0,40,0,0,40,4,2,38,7,38,194,1240,16,38,1842,1306,3072,0,0,21,21,0
1792,train,AFF,3,06995,293,train/AFF/06995/06995_w00293.mem,8792000,8821999,8792.000,8822.000,afdb,0,NSR,1,-10030438,-101208326,-17936888,-69663593,41,33,6,81,1268,360,33,39,143,28,23,14,11,8,7,6,6,6,6,6,6,6,5,5,0,41,0,0,0,0,0,1452,81,174,41,0,0,0,0,0,41,0,0,41,3,0,39,6,39,143,1234,16,39,1538,938,2792,0,0,14,14,0
1794,train,AFF,3,06995,311,train/AFF/06995/06995_w00311.mem,9332000,9361999,9332.000,9362.000,afdb,0,NSR,1,3300574,-85759541,-31172639,-85983904,42,35,4,83,1229,339,35,40,114,26,15,11,8,6,5,5,5,5,5,5,5,5,4,4,0,41,0,0,0,0,0,1404,81,172,41,0,0,0,0,0,41,0,0,41,0,0,39,4,40,114,1206,16,39,1025,729,2479,0,0,10,10,0
1796,train,AFF,3,06995,328,train/AFF/06995/06995_w00328.mem,9842000,9871999,9842.000,9872.000,afdb,2,ARR,1,-28209237,-95691647,-4195112,-70225091,42,32,8,81,1225,320,32,40,184,30,24,19,15,12,11,10,8,8,8,8,8,8,8,7,3,42,1,4,1,0,0,1882,81,164,42,0,0,0,0,0,42,0,0,42,4,3,40,8,40,184,1468,12,40,2000,1177,2560,238,0,25,23,2
1798,train,AFF,3,06995,345,train/AFF/06995/06995_w00345.mem,10352000,10381999,10352.000,10382.000,afdb,2,ARR,1,-19634988,-111992990,-5801975,-61976193,41,31,7,80,1257,310,31,39,169,32,24,15,13,10,10,9,8,7,7,7,7,7,7,6,0,40,0,0,0,0,0,1824,78,168,40,0,0,0,0,0,40,0,0,40,3,0,38,7,39,169,1487,12,38,1842,1109,2560,0,0,17,17,0
1800,train,AFF,3,06995,362,train/AFF/06995/06995_w00362.mem,10862000,10891999,10862.000,10892.000,afdb,0,NSR,1,5692176,-91476474,-54322802,-59505746,51,42,7,101,1208,294,42,49,224,34,23,22,22,18,17,14,13,13,12,11,9,6,5,5,0,51,0,0,0,0,0,1558,101,176,54,0,0,0,0,0,51,0,0,51,0,0,49,7,49,224,1194,16,49,1428,1170,1792,0,0,25,25,0
1802,train,AFF,3,06995,379,train/AFF/06995/06995_w00379.mem,11372000,11401999,11372.000,11402.000,afdb,3,AFF,1,-32076623,-117496806,-29598205,-19899553,47,28,16,90,1072,267,28,45,300,38,27,21,21,21,20,20,20,19,17,17,16,15,15,13,4,46,1,1,1,0,0,1856,87,164,60,0,0,0,0,0,46,0,0,46,7,4,44,16,45,300,1426,12,44,3636,1706,2441,212,0,43,41,2
1804,train,AFF,3,06995,396,train/AFF/06995/06995_w00396.mem,11882000,11911999,11882.000,11912.000,afdb,0,NSR,1,-21997834,-99197851,-26240120,-51929696,41,28,11,81,874,194,28,39,208,27,22,16,14,12,12,12,12,12,12,12,12,11,11,11,2,41,0,0,0,0,0,1524,81,115,44,0,0,0,0,0,41,0,0,41,5,2,39,11,39,208,1206,12,39,2820,1365,1773,0,0,25,25,0
1806,train,AFF,3,06995,413,train/AFF/06995/06995_w00413.mem,12392000,12421999,12392.000,12422.000,afdb,2,ARR,1,-31934464,-97488611,-10246839,-60255185,41,30,8,79,1148,297,30,39,179,30,17,15,11,11,11,10,10,10,10,9,9,9,9,8,2,40,0,0,0,0,0,2158,77,155,41,0,0,0,0,0,40,0,0,40,4,2,38,8,39,179,1865,8,38,2105,1174,2534,0,0,21,21,0
1808,train,AFF,3,06995,430,train/AFF/06995/06995_w00430.mem,12902000,12931999,12902.000,12932.000,afdb,2,ARR,1,-44320508,-112177832,-19889392,-21818806,42,24,16,79,1211,254,24,40,277,32,26,20,20,17,17,17,16,16,16,16,16,16,16,16,3,42,3,7,3,0,0,2412,77,172,65,0,0,0,0,0,42,0,0,42,10,3,40,16,40,277,1961,8,40,4000,1772,2709,714,0,42,36,6
1810,train,AFF,3,06995,447,train/AFF/06995/06995_w00447.mem,13412000,13441999,13412.000,13442.000,afdb,2,ARR,1,-37972048,-111953439,13286017,-62289121,40,27,10,77,1138,243,27,38,191,30,22,13,12,12,12,10,10,10,10,10,10,10,10,10,6,39,0,0,0,0,0,1323,75,153,41,0,0,0,0,0,39,0,0,39,3,6,37,10,38,191,1121,16,37,2702,1286,2304,0,0,28,28,0
1812,train,AFF,3,06995,464,train/AFF/06995/06995_w00464.mem,13922000,13951999,13922.000,13952.000,afdb,2,ARR,1,-24329668,-109604010,-7342066,-58767492,39,29,8,77,1168,261,29,37,160,30,21,12,9,8,8,8,8,8,8,8,8,8,8,8,0,39,0,0,0,0,0,2168,77,158,39,0,0,0,0,0,39,0,0,39,4,0,37,8,37,160,1856,8,37,2162,1107,2304,0,0,16,16,0
1814,train,AFF,3,06995,481,train/AFF/06995/06995_w00481.mem,14432000,14461999,14432.000,14462.000,afdb,0,NSR,1,7446116,-115638186,-6453592,-85208110,40,34,4,79,1320,371,33,38,110,30,19,10,6,6,5,4,4,4,4,4,4,4,3,3,0,39,0,0,0,0,0,1433,77,182,39,0,0,0,0,0,39,0,0,39,2,0,38,4,38,110,1257,16,38,1052,741,2878,0,0,10,10,0
1816,train,AFF,3,06995,498,train/AFF/06995/06995_w00498.mem,14942000,14971999,14942.000,14972.000,afdb,0,NSR,1,10062991,-77362753,-39289648,-93092168,40,36,2,79,1289,389,36,38,99,23,12,10,9,6,5,5,4,4,4,4,4,4,3,2,0,40,0,0,0,0,0,1446,79,181,40,0,0,0,0,0,40,0,0,40,1,0,38,2,38,99,1221,16,38,526,666,2766,0,0,8,8,0
1818,train,AFF,3,06995,515,train/AFF/06995/06995_w00515.mem,15452000,15481999,15452.000,15482.000,afdb,2,ARR,1,-45800505,-99339566,-12881446,-40301209,43,31,10,81,1364,341,31,41,268,35,26,25,22,20,20,20,18,17,14,12,12,10,9,8,2,43,0,0,0,0,0,1584,81,201,51,0,1,0,0,0,43,0,0,43,9,2,41,10,41,268,1304,16,41,2439,1673,2816,0,0,32,32,0
1820,train,AFF,3,06995,532,train/AFF/06995/06995_w00532.mem,15962000,15991999,15962.000,15992.000,afdb,0,NSR,1,-3265646,-108011076,-6769089,-80446645,42,34,6,81,1172,340,34,40,196,37,29,18,15,14,12,12,10,9,8,7,7,6,6,6,3,42,2,7,2,0,0,1466,81,163,43,0,0,0,0,0,42,1,1,42,4,3,40,6,40,196,1197,16,40,1500,1254,2560,476,0,27,23,4
1822,train,AFF,3,06995,549,train/AFF/06995/06995_w00549.mem,16472000,16501999,16472.000,16502.000,afdb,3,AFF,1,-20515121,-112920159,-75609557,11988319,46,27,17,91,1005,182,26,44,437,43,42,40,38,38,35,31,31,28,24,23,19,17,15,13,0,46,0,0,0,0,0,1339,91,141,48,0,0,0,0,0,46,0,0,46,6,0,44,17,44,437,1042,16,44,3863,2542,1792,0,0,55,55,0
1824,train,AFF,3,06995,566,train/AFF/06995/06995_w00566.mem,16982000,17011999,16982.000,17012.000,afdb,3,AFF,1,-24356760,-104179811,-65397392,-3130618,52,32,17,101,1169,254,32,50,380,41,38,35,35,33,30,28,24,20,20,18,17,16,15,10,1,51,0,0,0,0,0,1529,99,187,67,0,0,0,0,0,51,0,0,51,1,1,49,17,50,380,1133,16,49,3469,1945,2032,0,0,51,51,0
1826,train,AFF,3,06995,583,train/AFF/06995/06995_w00583.mem,17492000,17521999,17492.000,17522.000,afdb,3,AFF,1,-21950538,-118476748,-41675981,-12900184,42,26,14,81,941,203,26,40,321,34,30,29,28,27,25,23,21,18,18,16,13,13,13,13,6,42,0,0,0,0,0,1693,81,131,48,0,0,0,0,0,42,0,0,42,7,6,40,14,40,321,1314,12,40,3500,2054,1998,0,0,47,47,0
1828,train,AFF,3,06995,600,train/AFF/06995/06995_w00600.mem,18002000,18031999,18002.000,18032.000,afdb,0,NSR,1,-13344474,-90305000,-31575437,-63437745,45,34,9,87,1074,301,34,43,219,35,28,24,20,16,14,13,12,12,10,10,8,6,6,5,2,45,1,9,1,0,0,1389,87,158,57,0,0,0,0,0,45,0,0,45,1,2,43,9,43,219,1056,16,43,2093,1303,2266,222,0,29,27,2
1830,train,AFF,3,06995,617,train/AFF/06995/06995_w00617.mem,18512000,18541999,18512.000,18542.000,afdb,0,NSR,1,19963749,-69864987,-69910421,-80142689,50,44,3,98,1180,338,45,48,103,28,11,10,8,7,6,6,5,5,4,3,3,3,2,2,0,49,0,0,0,0,0,1530,97,187,56,0,0,0,0,0,49,0,0,49,0,0,47,3,48,103,1162,16,47,638,549,1922,0,0,10,10,0
1832,train,AFF,3,06995,634,train/AFF/06995/06995_w00634.mem,19022000,19051999,19022.000,19052.000,afdb,0,NSR,1,-23616768,-95185881,-23741042,-56673040,43,32,9,85,1300,316,32,41,199,30,22,18,15,14,14,13,13,10,9,9,9,8,8,7,0,43,0,0,0,0,0,1505,85,183,44,0,0,0,0,0,43,0,0,43,5,0,41,9,41,199,1243,16,41,2195,1242,2528,0,0,23,23,0
1834,train,AFF,3,06995,651,train/AFF/06995/06995_w00651.mem,19532000,19561999,19532.000,19562.000,afdb,0,NSR,1,18723660,-93786494,-38642762,-85869628,41,38,1,81,1264,380,38,39,99,28,20,12,9,8,6,5,4,2,2,1,1,1,0,0,0,41,0,0,0,0,0,2167,81,182,43,0,0,0,0,0,41,0,0,41,0,0,39,1,39,99,1759,10,39,256,649,2560,0,0,9,9,0
1836,train,AFF,3,06995,668,train/AFF/06995/06995_w00668.mem,20042000,20071999,20042.000,20072.000,afdb,0,NSR,1,-22290076,-94818912,-24287334,-57240730,43,34,7,81,1399,374,34,41,204,30,22,20,20,17,14,13,13,11,10,9,9,6,5,5,0,43,0,0,0,0,0,1566,81,220,49,0,0,0,0,0,43,0,0,43,3,0,41,7,41,204,1325,16,41,1707,1273,2816,0,0,24,24,0
